id,connections,avg_query_time_ms,slow_queries,created_at
476,9,0.9000,0,"2020-06-04 17:29:54"
477,47,2.0000,0,"2020-08-20 16:26:58"
478,19,2.9000,0,"2020-08-20 16:26:58"
479,20,4.2000,0,"2020-08-20 16:26:58"
480,47,5.0000,0,"2020-08-20 16:26:58"
481,11,4.2000,0,"2020-08-20 16:26:58"
482,46,4.2000,0,"2020-08-20 16:26:58"
483,42,3.9000,0,"2022-02-17 08:37:29"
484,15,1.7000,0,"2022-02-17 08:37:29"
485,30,2.3000,0,"2022-02-17 08:37:29"
486,4,4.4000,0,"2022-02-17 08:37:29"
487,2,4.3000,0,"2022-02-17 08:37:29"
488,2,0.6000,0,"2022-02-17 08:37:29"
489,2,4.6000,0,"2022-02-17 08:37:29"
490,24,3.6000,0,"2022-02-17 08:37:29"
491,39,3.0000,0,"2022-02-17 08:37:29"
492,40,1.8000,0,"2022-02-17 08:37:29"
493,17,4.6000,0,"2021-04-06 00:46:34"
494,16,4.6000,0,"2021-04-06 00:46:34"
495,38,3.4000,0,"2021-04-06 00:46:34"
496,9,2.3000,0,"2021-04-06 00:46:34"
497,5,4.1000,0,"2021-04-06 00:46:34"
498,3,5.0000,0,"2021-04-06 00:46:34"
499,7,1.7000,0,"2021-04-06 00:46:34"
500,2,1.7000,0,"2021-04-06 00:46:34"
501,37,2.5000,0,"2022-07-12 01:39:12"
502,31,4.0000,0,"2022-07-12 01:39:12"
503,9,1.5000,0,"2022-07-12 01:39:12"
504,7,2.4000,0,"2022-07-12 01:39:12"
505,7,4.6000,0,"2022-07-12 01:39:12"
506,9,2.9000,0,"2022-07-12 01:39:12"
507,4,2.2000,0,"2022-07-12 01:39:12"
508,3,2.5000,0,"2022-07-12 01:39:12"
509,15,4.8000,0,"2022-07-13 13:40:48"
510,45,3.9000,0,"2022-07-13 13:40:48"
511,28,4.1000,0,"2022-07-13 13:40:48"
512,39,0.6000,0,"2022-07-13 13:40:48"
513,47,2.6000,0,"2022-07-13 13:40:48"
514,48,0.8000,0,"2022-07-13 13:40:48"
515,18,1.2000,0,"2025-10-13 20:39:54"
516,23,4.9000,0,"2025-10-13 20:39:54"
517,21,3.5000,0,"2025-10-13 20:39:54"
518,21,1.2000,0,"2025-10-13 20:39:54"
519,37,2.0000,0,"2025-10-13 20:39:54"
520,9,1.0000,0,"2025-10-13 20:39:54"
521,2,1.5000,0,"2025-10-13 20:39:54"
522,5,4.6000,0,"2025-10-13 20:39:54"
523,13,3.3000,0,"2025-03-25 00:58:42"
524,48,2.9000,0,"2025-03-25 00:58:42"
525,12,4.8000,0,"2025-03-25 00:58:42"
526,24,2.3000,0,"2025-03-25 00:58:42"
527,27,0.6000,0,"2025-03-25 00:58:42"
528,7,3.3000,0,"2025-03-25 00:58:42"
529,10,2.4000,0,"2025-03-25 00:58:42"
530,8,3.0000,0,"2025-03-25 00:58:42"
531,3,1.8000,0,"2025-03-25 00:58:42"
532,6,3.2000,0,"2025-03-25 00:58:42"
533,18,4.4000,0,"2023-02-18 00:24:44"
534,22,4.6000,0,"2023-02-18 00:24:44"
535,4,5.0000,0,"2023-02-18 00:24:44"
536,8,2.2000,0,"2023-02-18 00:24:44"
