id,connections,avg_query_time_ms,slow_queries,created_at
73,38,3.0000,0,"2023-01-02 19:23:03"
74,50,4.1000,0,"2023-01-02 19:23:03"
75,16,3.3000,0,"2023-01-02 19:23:03"
76,9,2.8000,0,"2023-01-02 19:23:03"
77,17,1.1000,0,"2023-01-02 19:23:03"
78,34,1.5000,2,"2024-07-19 22:55:59"
79,51,3.6000,0,"2024-07-19 22:55:59"
80,35,3.0000,0,"2024-07-19 22:55:59"
81,67,3.0000,0,"2024-07-19 22:55:59"
82,13,2.6000,0,"2024-07-19 22:55:59"
83,10,4.6000,0,"2024-07-19 22:55:59"
84,19,1.0000,0,"2024-07-19 22:55:59"
85,19,5.0000,0,"2024-07-19 22:55:59"
86,51,2.7000,0,"2023-11-14 01:29:49"
87,61,1.0000,0,"2023-11-14 01:29:49"
88,49,0.6000,0,"2023-11-14 01:29:49"
89,60,3.6000,0,"2023-11-14 01:29:49"
90,37,4.7000,0,"2023-11-14 01:29:49"
91,50,4.3000,0,"2023-11-14 01:29:49"
92,57,4.3000,0,"2023-11-14 01:29:49"
93,12,2.5000,0,"2023-11-14 01:29:49"
94,5,4.5000,0,"2023-11-14 01:29:49"
95,14,3.3000,0,"2023-11-14 01:29:49"
96,30,3.3000,0,"2021-08-06 17:13:20"
97,49,2.7000,0,"2021-08-06 17:13:20"
98,49,0.9000,0,"2021-08-06 17:13:20"
99,36,5.0000,0,"2021-08-06 17:13:20"
100,55,1.2000,0,"2021-08-06 17:13:20"
101,16,1.7000,0,"2021-08-06 17:13:20"
102,43,3.4000,0,"2025-01-02 00:58:58"
103,47,2.7000,0,"2025-01-02 00:58:58"
104,46,4.8000,0,"2025-01-02 00:58:58"
105,11,3.0000,0,"2025-01-02 00:58:58"
106,20,4.3000,0,"2025-01-02 00:58:58"
107,12,0.8000,0,"2025-01-02 00:58:58"
108,6,1.3000,0,"2025-01-02 00:58:58"
109,17,2.1000,0,"2025-01-02 00:58:58"
110,11,3.9000,0,"2025-01-02 00:58:58"
111,7,4.9000,0,"2025-01-02 00:58:58"
112,47,1.4000,0,"2025-01-02 00:58:58"
113,68,2.3000,0,"2025-01-02 00:58:58"
114,33,3.0000,0,"2025-01-02 00:58:58"
115,10,2.2000,0,"2025-01-02 00:58:58"
116,17,3.8000,0,"2025-01-02 00:58:58"
117,18,1.7000,0,"2025-01-02 00:58:58"
118,47,3.6000,2,"2023-06-13 12:42:05"
119,57,0.9000,0,"2023-06-13 12:42:05"
120,66,1.5000,0,"2020-04-25 21:14:24"
121,47,3.9000,0,"2020-04-25 21:14:24"
122,62,3.7000,0,"2020-04-25 21:14:24"
123,48,5.0000,0,"2020-04-25 21:14:24"
124,35,3.2000,0,"2020-04-25 21:14:24"
125,19,3.2000,0,"2020-04-25 21:14:24"
126,5,3.2000,0,"2020-04-25 21:14:24"
127,16,4.8000,0,"2020-04-25 21:14:24"
128,20,2.4000,0,"2020-04-25 21:14:24"
129,19,4.5000,0,"2020-04-25 21:14:24"
130,17,3.5000,0,"2020-04-25 21:14:24"
131,44,0.5000,0,"2020-04-25 21:14:24"
132,69,3.6000,0,"2020-04-25 21:14:24"
133,31,1.0000,0,"2020-04-25 21:14:24"
134,58,1.1000,0,"2020-04-25 21:14:24"
135,8,1.2000,0,"2020-04-25 21:14:24"
136,11,1.9000,0,"2020-04-25 21:14:24"
137,10,4.0000,0,"2020-04-25 21:14:24"
138,11,1.0000,0,"2020-04-25 21:14:24"
139,17,2.0000,0,"2020-04-25 21:14:24"
140,16,1.3000,0,"2020-04-25 21:14:24"
141,7,0.9000,0,"2020-04-25 21:14:24"
142,8,4.7000,0,"2020-04-25 21:14:24"
143,16,2.0000,0,"2020-04-25 21:14:24"
144,15,2.3000,0,"2020-04-25 21:14:24"
145,18,2.7000,0,"2020-04-25 21:14:24"
146,9,0.9000,0,"2020-04-25 21:14:24"
147,12,3.9000,0,"2020-04-25 21:14:24"
148,9,3.2000,0,"2020-04-25 21:14:24"
149,14,1.8000,0,"2020-04-25 21:14:24"
150,17,4.8000,0,"2020-04-25 21:14:24"
151,13,0.7000,0,"2020-04-25 21:14:24"
152,66,3.4000,0,"2025-11-10 20:48:41"
153,54,2.3000,0,"2025-11-10 20:48:41"
154,42,2.3000,0,"2025-11-10 20:48:41"
155,14,1.6000,2,"2025-11-10 20:48:41"
156,5,2.5000,0,"2025-11-10 20:48:41"
157,12,0.9000,0,"2025-11-10 20:48:41"
158,61,4.2000,0,"2024-01-12 18:16:23"
159,52,1.2000,0,"2024-01-12 18:16:23"
160,36,4.0000,0,"2024-01-12 18:16:23"
161,32,0.7000,0,"2024-01-12 18:16:23"
162,44,1.3000,0,"2024-01-12 18:16:23"
163,11,1.5000,0,"2024-01-12 18:16:23"
164,18,1.1000,2,"2024-01-12 18:16:23"
165,19,4.6000,0,"2024-01-12 18:16:23"
166,50,3.9000,0,"2025-09-11 20:42:38"
167,68,3.3000,0,"2025-09-11 20:42:38"
168,55,4.9000,0,"2025-09-11 20:42:38"
169,61,3.1000,0,"2025-09-11 20:42:38"
170,15,1.9000,0,"2025-09-11 20:42:38"
171,15,1.9000,0,"2025-09-11 20:42:38"
172,8,0.5000,0,"2025-09-11 20:42:38"
173,17,3.7000,0,"2025-09-11 20:42:38"
174,46,2.5000,0,"2025-07-14 22:55:35"
175,39,4.8000,0,"2025-07-14 22:55:35"
176,5,5.0000,2,"2025-07-14 22:55:35"
177,16,3.5000,0,"2025-07-14 22:55:35"
178,15,2.5000,0,"2025-07-14 22:55:35"
179,13,3.4000,0,"2025-07-14 22:55:35"
180,70,3.3000,0,"2021-12-09 18:30:55"
181,38,1.8000,0,"2021-12-09 18:30:55"
182,36,4.2000,1,"2021-12-09 18:30:55"
183,18,2.5000,0,"2021-12-09 18:30:55"
184,18,3.8000,0,"2021-12-09 18:30:55"
185,17,4.3000,0,"2021-12-09 18:30:55"
186,59,4.9000,2,"2025-04-11 03:40:52"
187,32,2.3000,0,"2025-04-11 03:40:52"
188,70,0.8000,0,"2025-04-11 03:40:52"
189,13,4.7000,0,"2025-04-11 03:40:52"
190,16,3.1000,0,"2025-04-11 03:40:52"
191,19,0.6000,0,"2025-04-11 03:40:52"
192,16,3.1000,0,"2025-04-11 03:40:52"
193,12,2.1000,0,"2025-04-11 03:40:52"
194,37,4.8000,0,"2023-01-23 21:57:26"
195,34,1.0000,0,"2023-01-23 21:57:26"
196,17,1.5000,0,"2023-01-23 21:57:26"
197,12,1.8000,0,"2023-01-23 21:57:26"
198,11,2.8000,0,"2023-01-23 21:57:26"
199,18,1.3000,0,"2023-01-23 21:57:26"
200,38,4.6000,0,"2022-04-01 21:44:17"
201,49,4.9000,0,"2022-04-01 21:44:17"
202,30,3.1000,0,"2022-04-01 21:44:17"
203,14,0.9000,0,"2022-04-01 21:44:17"
204,16,1.2000,0,"2022-04-01 21:44:17"
205,17,1.6000,0,"2022-04-01 21:44:17"
206,67,4.5000,0,"2024-02-20 01:09:21"
207,58,3.9000,0,"2024-02-20 01:09:21"
208,12,4.8000,0,"2024-02-20 01:09:21"
209,11,3.3000,0,"2024-02-20 01:09:21"
210,10,3.2000,0,"2024-02-20 01:09:21"
211,16,3.0000,0,"2024-02-20 01:09:21"
212,45,1.4000,1,"2024-12-10 18:11:14"
213,68,4.2000,1,"2024-12-10 18:11:14"
214,63,1.9000,0,"2024-12-10 18:11:14"
215,52,3.7000,0,"2024-12-10 18:11:14"
216,36,1.1000,0,"2024-12-10 18:11:14"
217,59,3.7000,0,"2024-12-10 18:11:14"
218,8,5.0000,0,"2024-12-10 18:11:14"
219,12,1.5000,0,"2024-12-10 18:11:14"
220,66,3.4000,0,"2024-07-11 03:47:26"
221,43,2.9000,0,"2024-07-11 03:47:26"
222,8,0.8000,0,"2024-07-11 03:47:26"
223,17,3.3000,1,"2024-07-11 03:47:26"
224,18,0.7000,0,"2024-07-11 03:47:26"
225,11,1.2000,0,"2024-07-11 03:47:26"
226,12,3.4000,0,"2024-07-11 03:47:26"
227,14,4.5000,0,"2024-07-11 03:47:26"
228,62,1.7000,0,"2024-02-01 22:17:32"
229,54,4.8000,0,"2024-02-01 22:17:32"
230,18,4.4000,0,"2024-02-01 22:17:32"
231,18,3.9000,0,"2024-02-01 22:17:32"
232,9,3.8000,0,"2024-02-01 22:17:32"
233,16,4.9000,0,"2024-02-01 22:17:32"
234,44,2.2000,0,"2021-10-07 02:48:28"
235,60,5.0000,0,"2021-10-07 02:48:28"
236,35,2.0000,0,"2021-10-07 02:48:28"
237,42,2.2000,0,"2021-10-07 02:48:28"
238,17,1.3000,2,"2021-10-07 02:48:28"
239,8,3.9000,0,"2021-10-07 02:48:28"
240,17,4.3000,0,"2021-10-07 02:48:28"
241,17,3.9000,0,"2021-10-07 02:48:28"
242,12,5.0000,0,"2021-10-07 02:48:28"
243,18,2.3000,1,"2021-10-07 02:48:28"
244,15,1.0000,0,"2021-10-07 02:48:28"
245,39,1.4000,0,"2021-10-07 02:48:28"
246,53,1.5000,0,"2021-10-07 02:48:28"
247,41,3.4000,0,"2021-10-07 02:48:28"
248,38,1.0000,0,"2021-10-07 02:48:28"
249,47,3.3000,0,"2021-10-07 02:48:28"
250,14,4.4000,0,"2021-10-07 02:48:28"
251,9,2.7000,0,"2021-10-07 02:48:28"
252,5,3.4000,0,"2021-10-07 02:48:28"
253,14,2.7000,0,"2021-10-07 02:48:28"
254,9,2.2000,0,"2021-10-07 02:48:28"
255,19,2.3000,0,"2021-10-07 02:48:28"
256,19,4.8000,0,"2021-10-07 02:48:28"
257,67,2.8000,0,"2021-10-07 02:48:28"
258,41,4.6000,0,"2021-10-07 02:48:28"
259,50,3.0000,0,"2021-10-07 02:48:28"
260,50,1.1000,0,"2021-10-07 02:48:28"
261,15,3.6000,0,"2021-10-07 02:48:28"
262,17,1.9000,0,"2021-10-07 02:48:28"
263,10,1.1000,2,"2021-10-07 02:48:28"
264,13,4.6000,0,"2021-10-07 02:48:28"
265,19,3.9000,0,"2021-10-07 02:48:28"
266,63,4.8000,0,"2021-10-11 23:23:41"
267,56,3.4000,0,"2021-10-11 23:23:41"
268,41,1.7000,0,"2021-10-11 23:23:41"
269,43,1.6000,0,"2021-10-11 23:23:41"
270,62,2.9000,0,"2021-10-11 23:23:41"
271,9,4.8000,0,"2021-10-11 23:23:41"
272,16,4.8000,0,"2021-10-11 23:23:41"
273,16,3.1000,0,"2021-10-11 23:23:41"
274,40,2.8000,0,"2022-06-10 21:46:12"
275,64,3.6000,0,"2022-06-10 21:46:12"
276,48,2.7000,0,"2022-06-10 21:46:12"
277,40,3.8000,0,"2022-06-10 21:46:12"
278,16,2.1000,0,"2022-06-10 21:46:12"
279,12,0.9000,0,"2022-06-10 21:46:12"
280,16,4.2000,0,"2022-06-10 21:46:12"
281,9,3.4000,0,"2022-06-10 21:46:12"
282,49,1.4000,0,"2022-05-24 09:30:36"
283,61,1.2000,0,"2022-05-24 09:30:36"
284,36,1.9000,0,"2022-05-24 09:30:36"
285,35,1.4000,0,"2022-05-24 09:30:36"
286,16,4.3000,0,"2022-05-24 09:30:36"
287,8,3.0000,0,"2022-05-24 09:30:36"
288,19,1.7000,0,"2022-05-24 09:30:36"
289,12,3.9000,0,"2022-05-24 09:30:36"
290,5,1.9000,0,"2022-05-24 09:30:36"
291,40,1.4000,1,"2022-05-24 09:30:36"
292,70,0.7000,0,"2022-05-24 09:30:36"
293,40,4.6000,0,"2022-05-24 09:30:36"
294,58,0.8000,0,"2023-05-26 02:33:53"
295,59,4.8000,0,"2023-05-26 02:33:53"
296,68,2.3000,0,"2023-05-26 02:33:53"
297,35,2.9000,0,"2023-05-26 02:33:53"
298,10,4.1000,0,"2023-05-26 02:33:53"
299,12,2.3000,0,"2023-05-26 02:33:53"
300,18,3.0000,0,"2023-05-26 02:33:53"
301,8,1.8000,0,"2023-05-26 02:33:53"
302,5,1.6000,2,"2023-05-26 02:33:53"
303,12,3.7000,0,"2023-05-26 02:33:53"
304,56,1.9000,0,"2020-12-24 05:07:26"
305,42,2.5000,0,"2020-12-24 05:07:26"
306,47,2.5000,0,"2020-12-24 05:07:26"
307,64,2.5000,0,"2020-12-24 05:07:26"
308,53,1.6000,0,"2020-12-24 05:07:26"
309,37,1.6000,0,"2020-12-24 05:07:26"
310,41,4.1000,0,"2020-12-24 05:07:26"
311,14,4.4000,0,"2020-12-24 05:07:26"
312,9,3.2000,0,"2020-12-24 05:07:26"
313,15,1.2000,0,"2020-12-24 05:07:26"
314,11,3.7000,0,"2020-12-24 05:07:26"
315,32,3.3000,0,"2020-12-24 05:07:26"
316,68,3.1000,0,"2020-12-24 05:07:26"
317,41,0.6000,0,"2020-12-24 05:07:26"
318,61,5.0000,0,"2020-12-24 05:07:26"
319,61,4.4000,0,"2020-12-24 05:07:26"
320,43,3.4000,0,"2020-12-24 05:07:26"
321,12,1.8000,0,"2020-12-24 05:07:26"
322,13,4.3000,0,"2020-12-24 05:07:26"
323,14,1.6000,0,"2020-12-24 05:07:26"
324,7,3.6000,0,"2020-12-24 05:07:26"
325,47,3.8000,0,"2020-12-24 05:07:26"
326,38,2.2000,0,"2020-12-24 05:07:26"
327,43,2.4000,0,"2020-12-24 05:07:26"
328,41,4.0000,0,"2020-12-24 05:07:26"
329,11,0.7000,0,"2020-12-24 05:07:26"
330,11,0.8000,0,"2020-12-24 05:07:26"
331,14,1.1000,0,"2020-12-24 05:07:26"
332,11,2.9000,0,"2020-12-24 05:07:26"
333,8,2.4000,0,"2020-12-24 05:07:26"
334,10,2.5000,0,"2020-12-24 05:07:26"
335,20,2.8000,0,"2020-12-24 05:07:26"
336,51,2.8000,0,"2023-12-18 12:53:16"
337,37,0.7000,0,"2023-12-18 12:53:16"
338,69,0.6000,0,"2023-12-18 12:53:16"
339,50,4.7000,0,"2023-12-18 12:53:16"
340,34,2.7000,0,"2023-12-18 12:53:16"
341,56,1.5000,0,"2023-12-18 12:53:16"
342,61,4.0000,0,"2022-01-18 02:03:12"
343,50,4.6000,0,"2022-01-18 02:03:12"
344,6,0.5000,0,"2022-01-18 02:03:12"
345,5,3.0000,0,"2022-01-18 02:03:12"
346,10,4.6000,0,"2022-01-18 02:03:12"
347,6,1.6000,0,"2022-01-18 02:03:12"
348,6,2.7000,0,"2022-01-18 02:03:12"
349,6,1.8000,0,"2022-01-18 02:03:12"
350,12,4.7000,0,"2022-01-18 02:03:12"
351,10,3.9000,0,"2022-01-18 02:03:12"
352,39,2.5000,0,"2025-01-11 01:31:06"
353,42,1.2000,0,"2025-01-11 01:31:06"
354,68,1.4000,0,"2025-01-11 01:31:06"
355,12,3.9000,0,"2025-01-11 01:31:06"
356,18,2.5000,0,"2025-01-11 01:31:06"
357,10,1.3000,0,"2025-01-11 01:31:06"
358,6,0.8000,0,"2025-01-11 01:31:06"
359,7,3.5000,0,"2025-01-11 01:31:06"
360,16,1.7000,0,"2025-01-11 01:31:06"
361,10,2.0000,0,"2025-01-11 01:31:06"
362,14,2.3000,0,"2025-01-11 01:31:06"
363,16,1.7000,0,"2025-01-11 01:31:06"
364,7,2.2000,0,"2025-01-11 01:31:06"
365,51,3.3000,0,"2025-01-11 01:31:06"
366,54,2.3000,0,"2025-01-11 01:31:06"
367,32,4.7000,0,"2025-01-11 01:31:06"
368,65,3.6000,0,"2025-01-11 01:31:06"
369,12,1.9000,0,"2025-01-11 01:31:06"
370,11,3.2000,0,"2025-01-11 01:31:06"
371,10,4.4000,0,"2025-01-11 01:31:06"
372,12,4.4000,0,"2025-01-11 01:31:06"
373,17,2.4000,0,"2025-01-11 01:31:06"
374,16,2.5000,0,"2025-01-11 01:31:06"
375,67,4.4000,0,"2025-01-11 01:31:06"
376,67,4.3000,0,"2025-01-11 01:31:06"
377,56,1.9000,0,"2025-01-11 01:31:06"
378,30,2.4000,0,"2025-01-11 01:31:06"
379,41,2.9000,0,"2025-01-11 01:31:06"
380,7,2.7000,0,"2025-01-11 01:31:06"
381,10,4.9000,0,"2025-01-11 01:31:06"
382,13,3.2000,0,"2025-01-11 01:31:06"
383,5,1.7000,0,"2025-01-11 01:31:06"
384,32,2.6000,0,"2022-12-08 04:47:11"
385,59,4.4000,0,"2022-12-08 04:47:11"
386,52,1.0000,2,"2022-12-08 04:47:11"
387,60,1.5000,0,"2022-12-08 04:47:11"
388,70,5.0000,0,"2022-12-08 04:47:11"
389,33,1.9000,0,"2022-12-08 04:47:11"
390,39,2.4000,0,"2022-12-08 04:47:11"
391,20,2.0000,0,"2022-12-08 04:47:11"
392,6,1.1000,0,"2022-12-08 04:47:11"
393,12,3.7000,0,"2022-12-08 04:47:11"
394,13,1.5000,0,"2022-12-08 04:47:11"
395,12,0.5000,0,"2022-12-08 04:47:11"
396,48,2.0000,0,"2022-05-04 10:06:36"
397,59,4.2000,0,"2022-05-04 10:06:36"
398,58,2.0000,0,"2022-05-04 10:06:36"
399,63,4.9000,0,"2022-05-04 10:06:36"
400,65,3.5000,0,"2022-05-04 10:06:36"
401,9,3.1000,0,"2022-05-04 10:06:36"
402,18,1.0000,0,"2022-05-04 10:06:36"
403,15,2.3000,0,"2022-05-04 10:06:36"
404,17,4.7000,0,"2022-05-04 10:06:36"
405,66,4.1000,0,"2022-05-04 10:06:36"
406,58,2.6000,0,"2022-05-04 10:06:36"
407,68,2.3000,0,"2022-05-04 10:06:36"
408,66,1.5000,0,"2024-04-01 20:08:11"
409,31,1.0000,0,"2024-04-01 20:08:11"
410,33,5.0000,0,"2024-04-01 20:08:11"
411,18,2.6000,0,"2024-04-01 20:08:11"
412,10,3.7000,0,"2024-04-01 20:08:11"
413,10,2.2000,0,"2024-04-01 20:08:11"
414,60,1.3000,0,"2024-03-07 18:51:13"
415,32,0.5000,0,"2024-03-07 18:51:13"
416,40,4.0000,0,"2024-03-07 18:51:13"
417,10,1.2000,0,"2024-03-07 18:51:13"
418,8,0.7000,1,"2024-03-07 18:51:13"
419,19,1.9000,0,"2024-03-07 18:51:13"
420,46,4.5000,0,"2022-01-17 15:39:49"
421,64,3.9000,0,"2022-01-17 15:39:49"
422,64,2.6000,0,"2022-01-17 15:39:49"
423,41,2.9000,0,"2022-01-17 15:39:49"
424,44,4.9000,0,"2022-01-17 15:39:49"
425,67,4.2000,0,"2022-01-17 15:39:49"
426,63,2.6000,0,"2023-06-20 01:51:56"
427,31,4.9000,0,"2023-06-20 01:51:56"
428,53,4.1000,0,"2023-06-20 01:51:56"
429,70,4.5000,0,"2023-06-20 01:51:56"
430,20,2.3000,0,"2023-06-20 01:51:56"
431,14,2.0000,0,"2023-06-20 01:51:56"
432,17,2.8000,0,"2023-06-20 01:51:56"
433,6,1.9000,0,"2023-06-20 01:51:56"
434,62,3.3000,0,"2024-01-08 18:41:49"
435,48,2.3000,0,"2024-01-08 18:41:49"
436,42,4.7000,0,"2024-01-08 18:41:49"
437,16,1.7000,0,"2024-01-08 18:41:49"
438,16,2.0000,0,"2024-01-08 18:41:49"
439,17,4.4000,0,"2024-01-08 18:41:49"
440,33,3.4000,0,"2026-01-05 12:12:07"
441,87,39.6000,5,"2026-01-05 12:12:07"
442,66,4.5000,0,"2021-11-15 12:57:03"
443,36,2.4000,0,"2021-11-15 12:57:03"
444,56,4.5000,0,"2022-03-21 18:51:01"
445,65,2.9000,0,"2022-03-21 18:51:01"
446,32,1.0000,0,"2022-03-21 18:51:01"
447,9,3.1000,0,"2022-03-21 18:51:01"
448,14,4.5000,0,"2022-03-21 18:51:01"
449,19,2.6000,0,"2022-03-21 18:51:01"
450,37,1.7000,0,"2022-10-14 03:51:03"
451,57,4.5000,0,"2022-10-14 03:51:03"
452,35,1.6000,0,"2022-10-14 03:51:03"
453,5,1.3000,0,"2022-10-14 03:51:03"
454,10,4.1000,0,"2022-10-14 03:51:03"
455,11,2.8000,0,"2022-10-14 03:51:03"
456,20,1.9000,0,"2022-10-14 03:51:03"
457,6,4.0000,0,"2022-10-14 03:51:03"
458,64,1.2000,0,"2025-07-16 03:48:28"
459,46,4.5000,0,"2025-07-16 03:48:28"
460,31,4.4000,0,"2025-07-16 03:48:28"
461,17,1.4000,0,"2025-07-16 03:48:28"
462,20,3.1000,0,"2025-07-16 03:48:28"
463,10,2.6000,0,"2025-07-16 03:48:28"
464,10,3.1000,0,"2025-07-16 03:48:28"
465,7,0.8000,0,"2025-07-16 03:48:28"
466,45,3.1000,1,"2023-07-25 01:46:55"
467,36,2.6000,0,"2023-07-25 01:46:55"
468,10,5.0000,0,"2023-07-25 01:46:55"
469,8,1.2000,0,"2023-07-25 01:46:55"
470,11,4.7000,0,"2023-07-25 01:46:55"
471,12,1.0000,0,"2023-07-25 01:46:55"
472,16,1.0000,0,"2023-07-25 01:46:55"
473,11,1.2000,0,"2023-07-25 01:46:55"
474,59,2.6000,0,"2022-02-07 19:35:03"
475,47,4.1000,0,"2022-02-07 19:35:03"
476,63,4.0000,0,"2022-02-07 19:35:03"
477,17,4.5000,0,"2022-02-07 19:35:03"
478,11,2.1000,0,"2022-02-07 19:35:03"
479,6,0.8000,0,"2022-02-07 19:35:03"
480,38,1.6000,0,"2024-02-01 07:30:10"
481,44,0.5000,0,"2024-02-01 07:30:10"
482,48,1.9000,0,"2024-02-01 07:30:10"
483,40,3.3000,0,"2024-02-01 07:30:10"
484,31,2.8000,0,"2024-02-01 07:30:10"
485,20,2.2000,0,"2024-02-01 07:30:10"
486,10,2.0000,0,"2024-02-01 07:30:10"
487,16,3.4000,0,"2024-02-01 07:30:10"
488,18,1.5000,0,"2024-02-01 07:30:10"
489,6,4.1000,2,"2024-02-01 07:30:10"
490,11,0.7000,0,"2024-02-01 07:30:10"
491,35,1.9000,2,"2024-02-01 07:30:10"
492,58,3.8000,0,"2024-02-01 07:30:10"
493,5,3.1000,0,"2024-02-01 07:30:10"
494,19,4.2000,0,"2024-02-01 07:30:10"
495,19,4.8000,0,"2024-02-01 07:30:10"
496,7,5.0000,0,"2024-02-01 07:30:10"
497,15,1.4000,0,"2024-02-01 07:30:10"
498,14,3.2000,0,"2024-02-01 07:30:10"
499,17,2.4000,0,"2024-02-01 07:30:10"
500,11,3.3000,0,"2024-02-01 07:30:10"
501,15,2.7000,0,"2024-02-01 07:30:10"
502,50,3.5000,0,"2024-02-01 07:30:10"
503,31,4.0000,0,"2024-02-01 07:30:10"
504,44,3.4000,0,"2024-02-01 07:30:10"
505,34,2.7000,0,"2024-02-01 07:30:10"
506,14,2.8000,0,"2024-02-01 07:30:10"
507,17,3.5000,0,"2024-02-01 07:30:10"
508,7,1.6000,0,"2024-02-01 07:30:10"
509,5,4.8000,0,"2024-02-01 07:30:10"
510,19,1.9000,0,"2024-02-01 07:30:10"
511,5,3.5000,0,"2024-02-01 07:30:10"
512,48,2.8000,0,"2022-10-18 12:57:08"
513,82,16.3000,1,"2022-10-18 12:57:08"
514,42,3.1000,0,"2024-02-12 22:41:36"
515,49,4.5000,0,"2024-02-12 22:41:36"
516,67,5.0000,0,"2024-02-12 22:41:36"
517,46,5.0000,0,"2024-02-12 22:41:36"
518,53,4.1000,0,"2024-02-12 22:41:36"
519,7,0.6000,0,"2024-02-12 22:41:36"
520,15,3.2000,0,"2024-02-12 22:41:36"
521,14,4.6000,2,"2024-02-12 22:41:36"
522,47,1.6000,0,"2021-11-29 23:27:06"
523,33,2.8000,0,"2021-11-29 23:27:06"
524,59,4.0000,0,"2021-11-29 23:27:06"
525,62,4.0000,0,"2021-11-29 23:27:06"
526,67,4.2000,0,"2021-11-29 23:27:06"
527,65,4.1000,0,"2021-11-29 23:27:06"
528,10,3.2000,0,"2021-11-29 23:27:06"
529,16,2.9000,0,"2021-11-29 23:27:06"
530,11,2.2000,0,"2021-11-29 23:27:06"
531,9,5.0000,0,"2021-11-29 23:27:06"
532,66,2.5000,0,"2023-10-24 10:03:21"
533,70,3.6000,0,"2023-10-24 10:03:21"
534,20,2.1000,0,"2023-10-24 10:03:21"
535,10,4.4000,0,"2023-10-24 10:03:21"
536,5,2.6000,0,"2023-10-24 10:03:21"
